zip,city,state_name,state_id,county_name
49127,Stevensville,Michigan,MI,Berrien
49128,Three Oaks,Michigan,MI,Berrien
49129,Union Pier,Michigan,MI,Berrien
49130,Union,Michigan,MI,Cass
49201,Jackson,Michigan,MI,Jackson
49202,Jackson,Michigan,MI,Jackson
49203,Jackson,Michigan,MI,Jackson
49220,Addison,Michigan,MI,Lenawee
49221,Adrian,Michigan,MI,Lenawee
49224,Albion,Michigan,MI,Calhoun
49227,Allen,Michigan,MI,Hillsdale
49228,Blissfield,Michigan,MI,Lenawee
49229,Britton,Michigan,MI,Lenawee
49230,Brooklyn,Michigan,MI,Jackson
49232,Camden,Michigan,MI,Hillsdale
49233,Cement City,Michigan,MI,Hillsdale
49234,Clarklake,Michigan,MI,Jackson
49235,Clayton,Michigan,MI,Lenawee
49236,Clinton,Michigan,MI,Lenawee
49237,Concord,Michigan,MI,Jackson
49238,Deerfield,Michigan,MI,Lenawee
49240,Grass Lake,Michigan,MI,Jackson
49241,Hanover,Michigan,MI,Jackson
49242,Hillsdale,Michigan,MI,Hillsdale
49245,Homer,Michigan,MI,Calhoun
49246,Horton,Michigan,MI,Jackson
49247,Hudson,Michigan,MI,Lenawee
49248,Jasper,Michigan,MI,Lenawee
49249,Jerome,Michigan,MI,Hillsdale
49250,Jonesville,Michigan,MI,Hillsdale
49251,Leslie,Michigan,MI,Ingham
49252,Litchfield,Michigan,MI,Hillsdale
49253,Manitou Beach,Michigan,MI,Lenawee
49254,Michigan Center,Michigan,MI,Jackson
49255,Montgomery,Michigan,MI,Branch
49256,Morenci,Michigan,MI,Lenawee
49259,Munith,Michigan,MI,Jackson
49261,Napoleon,Michigan,MI,Jackson
49262,North Adams,Michigan,MI,Hillsdale
49263,Norvell,Michigan,MI,Jackson
49264,Onondaga,Michigan,MI,Ingham
49265,Onsted,Michigan,MI,Lenawee
49266,Osseo,Michigan,MI,Hillsdale
49267,Ottawa Lake,Michigan,MI,Monroe
49268,Palmyra,Michigan,MI,Lenawee
49269,Parma,Michigan,MI,Jackson
49270,Petersburg,Michigan,MI,Monroe
49271,Pittsford,Michigan,MI,Hillsdale
49272,Pleasant Lake,Michigan,MI,Jackson
49274,Reading,Michigan,MI,Hillsdale
49276,Riga,Michigan,MI,Lenawee
49277,Rives Junction,Michigan,MI,Jackson
49279,Sand Creek,Michigan,MI,Lenawee
49282,Somerset Center,Michigan,MI,Hillsdale
49283,Spring Arbor,Michigan,MI,Jackson
49284,Springport,Michigan,MI,Eaton
49285,Stockbridge,Michigan,MI,Ingham
49286,Tecumseh,Michigan,MI,Lenawee
49287,Tipton,Michigan,MI,Lenawee
49288,Waldron,Michigan,MI,Hillsdale
49289,Weston,Michigan,MI,Lenawee
49301,Ada,Michigan,MI,Kent
49302,Alto,Michigan,MI,Kent
49303,Bailey,Michigan,MI,Muskegon
49304,Baldwin,Michigan,MI,Lake
49305,Barryton,Michigan,MI,Mecosta
49306,Belmont,Michigan,MI,Kent
49307,Big Rapids,Michigan,MI,Mecosta
49309,Bitely,Michigan,MI,Newaygo
49310,Blanchard,Michigan,MI,Isabella
49312,Brohman,Michigan,MI,Newaygo
49315,Byron Center,Michigan,MI,Kent
49316,Caledonia,Michigan,MI,Allegan
49318,Casnovia,Michigan,MI,Muskegon
49319,Cedar Springs,Michigan,MI,Kent
49320,Chippewa Lake,Michigan,MI,Mecosta
49321,Comstock Park,Michigan,MI,Kent
49322,Coral,Michigan,MI,Montcalm
49323,Dorr,Michigan,MI,Allegan
49325,Freeport,Michigan,MI,Ionia
49326,Gowen,Michigan,MI,Kent
49327,Grant,Michigan,MI,Newaygo
49328,Hopkins,Michigan,MI,Allegan
49329,Howard City,Michigan,MI,Montcalm
49330,Kent City,Michigan,MI,Kent
49331,Lowell,Michigan,MI,Kent
49332,Mecosta,Michigan,MI,Mecosta
49333,Middleville,Michigan,MI,Barry
49335,Moline,Michigan,MI,Allegan
49336,Morley,Michigan,MI,Mecosta
49337,Newaygo,Michigan,MI,Newaygo
49338,Paris,Michigan,MI,Mecosta
49339,Pierson,Michigan,MI,Montcalm
49340,Remus,Michigan,MI,Mecosta
49341,Rockford,Michigan,MI,Kent
49342,Rodney,Michigan,MI,Mecosta
49343,Sand Lake,Michigan,MI,Kent
49344,Shelbyville,Michigan,MI,Allegan
49345,Sparta,Michigan,MI,Kent
49346,Stanwood,Michigan,MI,Mecosta
49347,Trufant,Michigan,MI,Montcalm
49348,Wayland,Michigan,MI,Allegan
49349,White Cloud,Michigan,MI,Newaygo
49401,Allendale,Michigan,MI,Ottawa
49402,Branch,Michigan,MI,Mason
49403,Conklin,Michigan,MI,Ottawa
49404,Coopersville,Michigan,MI,Ottawa
49405,Custer,Michigan,MI,Mason
49406,Douglas,Michigan,MI,Allegan
49408,Fennville,Michigan,MI,Allegan
49410,Fountain,Michigan,MI,Mason
49411,Free Soil,Michigan,MI,Mason
49412,Fremont,Michigan,MI,Newaygo
49415,Fruitport,Michigan,MI,Muskegon
49417,Grand Haven,Michigan,MI,Ottawa
49418,Grandville,Michigan,MI,Kent
49419,Hamilton,Michigan,MI,Allegan
49420,Hart,Michigan,MI,Oceana
49421,Hesperia,Michigan,MI,Oceana
49423,Holland,Michigan,MI,Ottawa
49424,Holland,Michigan,MI,Ottawa
49425,Holton,Michigan,MI,Muskegon
49426,Hudsonville,Michigan,MI,Ottawa
49428,Jenison,Michigan,MI,Ottawa
49431,Ludington,Michigan,MI,Mason
49434,Macatawa,Michigan,MI,Ottawa
49435,Marne,Michigan,MI,Ottawa
49436,Mears,Michigan,MI,Oceana
49437,Montague,Michigan,MI,Muskegon
49440,Muskegon,Michigan,MI,Muskegon
49441,Muskegon,Michigan,MI,Muskegon
49442,Muskegon,Michigan,MI,Muskegon
49444,Muskegon,Michigan,MI,Muskegon
49445,Muskegon,Michigan,MI,Muskegon
49446,New Era,Michigan,MI,Oceana
49448,Nunica,Michigan,MI,Ottawa
49449,Pentwater,Michigan,MI,Oceana
49450,Pullman,Michigan,MI,Allegan
49451,Ravenna,Michigan,MI,Muskegon
49452,Rothbury,Michigan,MI,Oceana
49453,Saugatuck,Michigan,MI,Allegan
49454,Scottville,Michigan,MI,Mason
49455,Shelby,Michigan,MI,Oceana
49456,Spring Lake,Michigan,MI,Ottawa
49457,Twin Lake,Michigan,MI,Muskegon
49458,Walhalla,Michigan,MI,Mason
49459,Walkerville,Michigan,MI,Oceana
49460,West Olive,Michigan,MI,Ottawa
49461,Whitehall,Michigan,MI,Muskegon
49464,Zeeland,Michigan,MI,Ottawa
49503,Grand Rapids,Michigan,MI,Kent
49504,Grand Rapids,Michigan,MI,Kent
49505,Grand Rapids,Michigan,MI,Kent
49506,Grand Rapids,Michigan,MI,Kent
49507,Grand Rapids,Michigan,MI,Kent
49508,Grand Rapids,Michigan,MI,Kent
49509,Wyoming,Michigan,MI,Kent
49512,Grand Rapids,Michigan,MI,Kent
49519,Wyoming,Michigan,MI,Kent
49525,Grand Rapids,Michigan,MI,Kent
49534,Grand Rapids,Michigan,MI,Kent
49544,Grand Rapids,Michigan,MI,Kent
49546,Grand Rapids,Michigan,MI,Kent
49548,Grand Rapids,Michigan,MI,Kent
49601,Cadillac,Michigan,MI,Wexford
49611,Alba,Michigan,MI,Antrim
49612,Alden,Michigan,MI,Antrim
49613,Arcadia,Michigan,MI,Manistee
49614,Bear Lake,Michigan,MI,Manistee
49615,Bellaire,Michigan,MI,Antrim
49616,Benzonia,Michigan,MI,Benzie
49617,Beulah,Michigan,MI,Benzie
49618,Boon,Michigan,MI,Wexford
49619,Brethren,Michigan,MI,Manistee
49620,Buckley,Michigan,MI,Wexford
49621,Cedar,Michigan,MI,Leelanau
49622,Central Lake,Michigan,MI,Antrim
49623,Chase,Michigan,MI,Lake
49625,Copemish,Michigan,MI,Manistee
49626,Eastlake,Michigan,MI,Manistee
49627,Eastport,Michigan,MI,Antrim
49628,Elberta,Michigan,MI,Benzie
49629,Elk Rapids,Michigan,MI,Antrim
49630,Empire,Michigan,MI,Leelanau
49631,Evart,Michigan,MI,Osceola
49632,Falmouth,Michigan,MI,Missaukee
49633,Fife Lake,Michigan,MI,Kalkaska
49634,Filer City,Michigan,MI,Manistee
49635,Frankfort,Michigan,MI,Benzie
49636,Glen Arbor,Michigan,MI,Leelanau
49637,Grawn,Michigan,MI,Grand Traverse
49638,Harrietta,Michigan,MI,Wexford
49639,Hersey,Michigan,MI,Osceola
49640,Honor,Michigan,MI,Benzie
49642,Idlewild,Michigan,MI,Lake
49643,Interlochen,Michigan,MI,Grand Traverse
49644,Irons,Michigan,MI,Lake
49645,Kaleva,Michigan,MI,Manistee
49646,Kalkaska,Michigan,MI,Kalkaska
49648,Kewadin,Michigan,MI,Antrim
49649,Kingsley,Michigan,MI,Grand Traverse
49650,Lake Ann,Michigan,MI,Benzie
49651,Lake City,Michigan,MI,Missaukee
49653,Lake Leelanau,Michigan,MI,Leelanau
49654,Leland,Michigan,MI,Leelanau
49655,Leroy,Michigan,MI,Osceola
49656,Luther,Michigan,MI,Lake
49657,Mc Bain,Michigan,MI,Missaukee
49659,Mancelona,Michigan,MI,Antrim
49660,Manistee,Michigan,MI,Manistee
49663,Manton,Michigan,MI,Wexford
49664,Maple City,Michigan,MI,Leelanau
49665,Marion,Michigan,MI,Osceola
49666,Mayfield,Michigan,MI,Grand Traverse
49667,Merritt,Michigan,MI,Missaukee
49668,Mesick,Michigan,MI,Wexford
49670,Northport,Michigan,MI,Leelanau
49674,Omena,Michigan,MI,Leelanau
49675,Onekama,Michigan,MI,Manistee
49676,Rapid City,Michigan,MI,Kalkaska
49677,Reed City,Michigan,MI,Osceola
49679,Sears,Michigan,MI,Osceola
49680,South Boardman,Michigan,MI,Kalkaska
49682,Suttons Bay,Michigan,MI,Leelanau
49683,Thompsonville,Michigan,MI,Benzie
49684,Traverse City,Michigan,MI,Grand Traverse
49686,Traverse City,Michigan,MI,Grand Traverse
49688,Tustin,Michigan,MI,Osceola
49689,Wellston,Michigan,MI,Manistee
49690,Williamsburg,Michigan,MI,Grand Traverse
49701,Mackinaw City,Michigan,MI,Emmet
49705,Afton,Michigan,MI,Cheboygan
49706,Alanson,Michigan,MI,Emmet
49707,Alpena,Michigan,MI,Alpena
49709,Atlanta,Michigan,MI,Montmorency
49710,Barbeau,Michigan,MI,Chippewa
49712,Boyne City,Michigan,MI,Charlevoix
49713,Boyne Falls,Michigan,MI,Charlevoix
49715,Brimley,Michigan,MI,Chippewa
49716,Brutus,Michigan,MI,Emmet
49717,Burt Lake,Michigan,MI,Cheboygan
49718,Carp Lake,Michigan,MI,Emmet
49719,Cedarville,Michigan,MI,Mackinac
49720,Charlevoix,Michigan,MI,Charlevoix
49721,Cheboygan,Michigan,MI,Cheboygan
49722,Conway,Michigan,MI,Emmet
49724,Dafter,Michigan,MI,Chippewa
49725,De Tour Village,Michigan,MI,Chippewa
49726,Drummond Island,Michigan,MI,Chippewa
49727,East Jordan,Michigan,MI,Charlevoix
49728,Eckerman,Michigan,MI,Chippewa
49729,Ellsworth,Michigan,MI,Antrim
49730,Elmira,Michigan,MI,Antrim
49733,Frederic,Michigan,MI,Crawford
49735,Gaylord,Michigan,MI,Otsego
49736,Goetzville,Michigan,MI,Chippewa
49738,Grayling,Michigan,MI,Crawford
49740,Harbor Springs,Michigan,MI,Emmet
49743,Hawks,Michigan,MI,Presque Isle
49744,Herron,Michigan,MI,Alpena
49745,Hessel,Michigan,MI,Mackinac
49746,Hillman,Michigan,MI,Montmorency
49747,Hubbard Lake,Michigan,MI,Alpena
49748,Hulbert,Michigan,MI,Chippewa
49749,Indian River,Michigan,MI,Cheboygan
49751,Johannesburg,Michigan,MI,Otsego
49752,Kinross,Michigan,MI,Chippewa
49753,Lachine,Michigan,MI,Alpena
49755,Levering,Michigan,MI,Emmet
49756,Lewiston,Michigan,MI,Montmorency
49757,Mackinac Island,Michigan,MI,Mackinac
49759,Millersburg,Michigan,MI,Presque Isle
49760,Moran,Michigan,MI,Mackinac
49762,Naubinway,Michigan,MI,Mackinac
49764,Oden,Michigan,MI,Emmet
49765,Onaway,Michigan,MI,Presque Isle
49766,Ossineke,Michigan,MI,Alpena
49768,Paradise,Michigan,MI,Chippewa
49769,Pellston,Michigan,MI,Emmet
49770,Petoskey,Michigan,MI,Emmet
49774,Pickford,Michigan,MI,Chippewa
49775,Pointe Aux Pins,Michigan,MI,Mackinac
49776,Posen,Michigan,MI,Presque Isle
49777,Presque Isle,Michigan,MI,Presque Isle
49779,Rogers City,Michigan,MI,Presque Isle
49780,Rudyard,Michigan,MI,Chippewa
49781,Saint Ignace,Michigan,MI,Mackinac
49782,Beaver Island,Michigan,MI,Charlevoix
49783,Sault Sainte Marie,Michigan,MI,Chippewa
49788,Kincheloe,Michigan,MI,Chippewa
49791,Topinabee,Michigan,MI,Cheboygan
49793,Trout Lake,Michigan,MI,Chippewa
49795,Vanderbilt,Michigan,MI,Cheboygan
49796,Walloon Lake,Michigan,MI,Charlevoix
49799,Wolverine,Michigan,MI,Cheboygan
49801,Iron Mountain,Michigan,MI,Dickinson
49802,Kingsford,Michigan,MI,Dickinson
49805,Allouez,Michigan,MI,Keweenaw
49806,Au Train,Michigan,MI,Alger
49807,Bark River,Michigan,MI,Delta
49808,Big Bay,Michigan,MI,Marquette
49812,Carney,Michigan,MI,Menominee
49814,Champion,Michigan,MI,Marquette
49815,Channing,Michigan,MI,Dickinson
49816,Chatham,Michigan,MI,Alger
49817,Cooks,Michigan,MI,Schoolcraft
49818,Cornell,Michigan,MI,Delta
49819,Arnold,Michigan,MI,Marquette
49820,Curtis,Michigan,MI,Mackinac
49821,Daggett,Michigan,MI,Menominee
49822,Deerton,Michigan,MI,Alger
49825,Eben Junction,Michigan,MI,Alger
49826,Rumely,Michigan,MI,Alger
49827,Engadine,Michigan,MI,Mackinac
49829,Escanaba,Michigan,MI,Delta
49831,Felch,Michigan,MI,Dickinson
49833,Little Lake,Michigan,MI,Marquette
49834,Foster City,Michigan,MI,Dickinson
49835,Garden,Michigan,MI,Delta
49836,Germfask,Michigan,MI,Schoolcraft
49837,Gladstone,Michigan,MI,Delta
49838,Gould City,Michigan,MI,Mackinac
49839,Grand Marais,Michigan,MI,Alger
49840,Gulliver,Michigan,MI,Schoolcraft
49841,Gwinn,Michigan,MI,Marquette
49847,Hermansville,Michigan,MI,Menominee
49848,Ingalls,Michigan,MI,Menominee
49849,Ishpeming,Michigan,MI,Marquette
49852,Loretto,Michigan,MI,Dickinson
49853,Mc Millan,Michigan,MI,Luce
49854,Manistique,Michigan,MI,Schoolcraft
49855,Marquette,Michigan,MI,Marquette
49858,Menominee,Michigan,MI,Menominee
49861,Michigamme,Michigan,MI,Marquette
49862,Munising,Michigan,MI,Alger
49863,Nadeau,Michigan,MI,Menominee
49864,Nahma,Michigan,MI,Delta
49866,Negaunee,Michigan,MI,Marquette
49868,Newberry,Michigan,MI,Luce
49870,Norway,Michigan,MI,Dickinson
49871,Palmer,Michigan,MI,Marquette
49872,Perkins,Michigan,MI,Delta
49873,Perronville,Michigan,MI,Menominee
49874,Powers,Michigan,MI,Menominee
49876,Quinnesec,Michigan,MI,Dickinson
49877,Ralph,Michigan,MI,Dickinson
49878,Rapid River,Michigan,MI,Delta
49879,Republic,Michigan,MI,Marquette
49880,Rock,Michigan,MI,Delta
49881,Sagola,Michigan,MI,Dickinson
49883,Seney,Michigan,MI,Schoolcraft
49884,Shingleton,Michigan,MI,Alger
49885,Skandia,Michigan,MI,Marquette
49886,Spalding,Michigan,MI,Menominee
49887,Stephenson,Michigan,MI,Menominee
49891,Trenary,Michigan,MI,Alger
49892,Vulcan,Michigan,MI,Dickinson
49893,Wallace,Michigan,MI,Menominee
49894,Wells,Michigan,MI,Delta
49895,Wetmore,Michigan,MI,Alger
49896,Wilson,Michigan,MI,Menominee
49901,Ahmeek,Michigan,MI,Keweenaw
49902,Alpha,Michigan,MI,Iron
49903,Amasa,Michigan,MI,Iron
49905,Atlantic Mine,Michigan,MI,Houghton
49908,Baraga,Michigan,MI,Baraga
49910,Bergland,Michigan,MI,Ontonagon
49911,Bessemer,Michigan,MI,Gogebic
49912,Bruce Crossing,Michigan,MI,Ontonagon
49913,Calumet,Michigan,MI,Houghton
49915,Caspian,Michigan,MI,Iron
49916,Chassell,Michigan,MI,Houghton
49917,Copper City,Michigan,MI,Houghton
49918,Copper Harbor,Michigan,MI,Keweenaw
49919,Covington,Michigan,MI,Baraga
49920,Crystal Falls,Michigan,MI,Iron
49921,Dodgeville,Michigan,MI,Houghton
49922,Dollar Bay,Michigan,MI,Houghton
49925,Ewen,Michigan,MI,Ontonagon
49927,Gaastra,Michigan,MI,Iron
49929,Greenland,Michigan,MI,Ontonagon
49930,Hancock,Michigan,MI,Houghton
49931,Houghton,Michigan,MI,Houghton
49934,Hubbell,Michigan,MI,Houghton
49935,Iron River,Michigan,MI,Iron
49938,Ironwood,Michigan,MI,Gogebic
49942,Kearsarge,Michigan,MI,Houghton
49945,Lake Linden,Michigan,MI,Houghton
49946,Lanse,Michigan,MI,Baraga
49947,Marenisco,Michigan,MI,Gogebic
49948,Mass City,Michigan,MI,Ontonagon
49950,Mohawk,Michigan,MI,Keweenaw
49952,Nisula,Michigan,MI,Houghton
49953,Ontonagon,Michigan,MI,Ontonagon
49955,Painesdale,Michigan,MI,Houghton
49958,Pelkie,Michigan,MI,Houghton
49959,Ramsay,Michigan,MI,Gogebic
49960,Rockland,Michigan,MI,Ontonagon
49961,Sidnaw,Michigan,MI,Houghton
49962,Skanee,Michigan,MI,Baraga
49963,South Range,Michigan,MI,Houghton
49965,Toivola,Michigan,MI,Houghton
49967,Trout Creek,Michigan,MI,Ontonagon
49968,Wakefield,Michigan,MI,Gogebic
49969,Watersmeet,Michigan,MI,Gogebic
49970,Watton,Michigan,MI,Baraga
49971,White Pine,Michigan,MI,Ontonagon
50001,Ackworth,Iowa,IA,Warren
50002,Adair,Iowa,IA,Adair
50003,Adel,Iowa,IA,Dallas
50005,Albion,Iowa,IA,Marshall
50006,Alden,Iowa,IA,Hardin
50007,Alleman,Iowa,IA,Polk
50008,Allerton,Iowa,IA,Wayne
50009,Altoona,Iowa,IA,Polk
50010,Ames,Iowa,IA,Story
50011,Ames,Iowa,IA,Story
50012,Ames,Iowa,IA,Story
50014,Ames,Iowa,IA,Story
50020,Anita,Iowa,IA,Cass
50021,Ankeny,Iowa,IA,Polk
50022,Atlantic,Iowa,IA,Cass
50023,Ankeny,Iowa,IA,Polk
50025,Audubon,Iowa,IA,Audubon
50026,Bagley,Iowa,IA,Guthrie
50027,Barnes City,Iowa,IA,Mahaska
50028,Baxter,Iowa,IA,Jasper
50029,Bayard,Iowa,IA,Guthrie
50032,Berwick,Iowa,IA,Polk
50033,Bevington,Iowa,IA,Madison
50034,Blairsburg,Iowa,IA,Hamilton
50035,Bondurant,Iowa,IA,Polk
50036,Boone,Iowa,IA,Boone
50038,Booneville,Iowa,IA,Dallas
50039,Bouton,Iowa,IA,Dallas
50041,Bradford,Iowa,IA,Franklin
50042,Brayton,Iowa,IA,Audubon
50044,Bussey,Iowa,IA,Marion
50046,Cambridge,Iowa,IA,Story
50047,Carlisle,Iowa,IA,Warren
50048,Casey,Iowa,IA,Guthrie
50049,Chariton,Iowa,IA,Lucas
50050,Churdan,Iowa,IA,Greene
50051,Clemons,Iowa,IA,Marshall
50052,Clio,Iowa,IA,Wayne
50054,Colfax,Iowa,IA,Jasper
50055,Collins,Iowa,IA,Story
50056,Colo,Iowa,IA,Story
50057,Columbia,Iowa,IA,Marion
50058,Coon Rapids,Iowa,IA,Carroll
50060,Corydon,Iowa,IA,Wayne
50061,Cumming,Iowa,IA,Warren
50062,Melcher Dallas,Iowa,IA,Marion
50063,Dallas Center,Iowa,IA,Dallas
50064,Dana,Iowa,IA,Greene
50065,Davis City,Iowa,IA,Decatur
50066,Dawson,Iowa,IA,Dallas
50067,Decatur,Iowa,IA,Decatur
50068,Derby,Iowa,IA,Lucas
50069,De Soto,Iowa,IA,Dallas
50070,Dexter,Iowa,IA,Adair
50071,Dows,Iowa,IA,Wright
50072,Earlham,Iowa,IA,Madison
50073,Elkhart,Iowa,IA,Polk
50074,Ellston,Iowa,IA,Ringgold
50075,Ellsworth,Iowa,IA,Hamilton
50076,Exira,Iowa,IA,Audubon
50078,Ferguson,Iowa,IA,Marshall
50101,Galt,Iowa,IA,Wright
50102,Garden City,Iowa,IA,Hardin
50103,Garden Grove,Iowa,IA,Decatur
50104,Gibson,Iowa,IA,Keokuk
50105,Gilbert,Iowa,IA,Story
